13/10/2022 10:58:00.630145
Waveform Generator Sample Rate,1000Hz
Keithley Sample Rate,1000Hz
Search Coil Sample Rate,1000Hz
0.004,0.000,-0.001
0.004,0.000,-0.001
0.004,0.001,-0.000
0.004,0.000,0.000
0.004,0.000,0.001
0.003,0.000,0.001
0.002,0.000,0.001
0.002,0.000,0.001
0.002,0.000,0.002
0.001,0.000,0.002
0.002,0.000,0.002
0.002,0.000,0.002
0.003,0.000,0.001
0.003,0.000,0.001
0.005,0.001,0.000
0.006,0.000,-0.000
0.007,0.000,-0.001
0.008,0.000,-0.001
0.009,0.000,-0.001
0.010,0.000,-0.001
0.010,0.000,-0.001
0.010,0.000,-0.001
0.010,0.001,-0.000
0.010,0.000,-0.000
0.009,0.000,0.000
0.008,0.001,0.001
0.008,0.000,0.001
0.007,0.000,0.001
0.007,0.000,0.002
0.006,0.000,0.002
0.006,0.000,0.002
0.007,0.001,0.001
0.008,0.000,0.001
0.008,0.000,0.001
0.009,0.000,0.000
0.011,0.001,-0.001
0.012,0.000,-0.000
0.012,0.000,-0.001
0.013,0.001,-0.001
0.014,0.000,-0.001
0.014,0.000,-0.001
0.014,0.000,-0.001
0.014,0.000,-0.000
0.013,-0.000,-0.000
0.013,0.000,0.000
0.012,0.000,0.001
0.011,0.000,0.001
0.011,-0.000,0.002
0.010,0.000,0.002
0.010,0.000,0.002
0.010,0.001,0.002
0.011,0.000,0.001
0.011,0.000,0.001
0.012,0.000,0.000
0.012,0.000,0.000
0.014,0.000,-0.001
0.015,0.000,-0.001
0.016,0.000,-0.001
0.016,0.000,-0.001
0.017,0.000,-0.001
0.017,0.000,-0.001
0.017,0.000,-0.001
0.017,0.000,-0.000
0.017,0.000,-0.000
0.016,0.000,0.000
0.015,0.000,0.001
0.014,0.000,0.001
0.013,0.000,0.001
0.013,0.000,0.002
0.013,0.000,0.002
0.013,0.000,0.002
0.013,-0.000,0.002
0.014,0.000,0.001
0.014,0.000,0.001
0.015,0.000,0.000
0.016,0.001,-0.000
0.017,0.000,-0.001
0.018,0.000,-0.001
0.018,0.000,-0.001
0.019,0.000,-0.001
0.019,0.000,-0.001
0.019,0.000,-0.001
0.019,0.000,-0.001
0.018,0.000,-0.000
0.018,0.000,0.000
0.017,0.000,0.001
0.016,0.000,0.001
0.015,0.000,0.002
0.015,0.000,0.002
0.014,0.000,0.002
0.014,0.000,0.002
0.015,0.000,0.001
0.015,0.000,0.001
0.017,0.000,0.000
0.017,0.000,0.000
0.019,0.000,-0.001
0.020,0.000,-0.000
0.020,0.000,-0.001
0.021,0.000,-0.001
0.021,0.000,-0.001
0.021,-0.000,-0.001
0.021,0.000,-0.001
0.021,0.000,-0.001
0.020,0.000,-0.000
0.020,0.000,0.000
0.019,0.001,0.001
0.018,0.000,0.001
0.017,0.000,0.002
0.017,-0.000,0.001
0.017,0.000,0.001
0.016,0.000,0.002
0.017,0.000,0.002
0.017,0.000,0.001
0.018,0.000,0.001
0.019,0.000,0.000
0.020,0.000,-0.000
0.021,0.001,-0.001
0.022,0.001,-0.001
0.022,0.001,-0.001
0.022,0.000,-0.001
0.022,0.000,-0.001
0.022,0.000,-0.001
0.022,0.000,-0.000
0.021,0.000,0.000
0.021,0.000,0.000
0.020,0.000,0.001
0.019,0.000,0.001
0.018,0.000,0.001
0.018,0.000,0.002
0.017,0.000,0.002
0.017,0.000,0.002
0.017,0.001,0.002
0.018,0.001,0.001
0.019,0.000,0.001
0.019,0.000,0.000
0.021,0.001,-0.001
0.022,0.000,-0.001
0.022,0.001,-0.001
0.023,0.000,-0.002
0.023,0.000,-0.001
0.023,0.000,-0.001
0.023,0.000,-0.001
0.023,0.000,-0.000
0.022,0.000,-0.000
0.022,0.000,0.000
0.020,0.000,0.001
0.019,0.000,0.001
0.019,0.000,0.002
0.018,0.000,0.001
0.018,0.000,0.002
0.018,0.000,0.001
0.018,0.001,0.001
0.019,0.001,0.001
0.019,0.000,0.001
0.020,0.000,0.000
0.022,0.000,-0.001
0.022,0.000,-0.000
0.023,0.000,-0.001
0.024,0.000,-0.001
0.024,0.000,-0.002
0.024,0.000,-0.001
0.024,0.000,-0.002
0.023,0.000,-0.001
0.023,0.000,-0.000
0.022,0.000,0.000
0.021,0.000,0.001
0.020,0.000,0.001
0.019,0.000,0.001
0.019,0.000,0.001
0.019,0.000,0.002
0.018,0.000,0.001
0.019,0.000,0.001
0.019,0.000,0.001
0.020,0.000,0.000
0.021,0.001,0.000
0.022,0.000,-0.002
0.023,0.000,-0.001
0.024,0.000,-0.001
0.024,0.001,-0.001
0.025,0.000,-0.001
0.025,0.000,-0.001
0.025,0.000,-0.001
0.024,0.000,-0.000
0.024,0.000,-0.000
0.023,0.000,0.000
0.022,0.000,0.001
0.021,0.000,0.002
0.020,0.000,0.002
0.020,0.000,0.002
0.020,0.000,0.002
0.019,0.000,0.002
0.020,0.000,0.001
0.020,0.001,0.001
0.021,0.000,0.000
0.021,0.000,-0.000
0.023,0.000,-0.001
0.023,0.001,-0.001
0.024,0.000,-0.002
0.025,0.000,-0.001
0.025,0.000,-0.002
0.025,0.000,-0.001
0.025,0.000,-0.001
0.024,0.000,-0.001
0.024,0.000,0.000
0.023,0.000,0.001
0.021,0.000,0.001
0.021,0.000,0.001
0.019,0.000,0.002
0.019,0.000,0.001
0.019,0.000,0.002
0.019,0.001,0.001
0.019,0.000,0.001
0.020,0.000,0.001
0.020,0.000,0.000
0.021,0.001,0.000
0.023,0.000,-0.000
0.023,0.000,-0.001
0.024,0.000,-0.001
0.024,0.001,-0.001
0.025,0.000,-0.001
0.025,0.001,-0.001
0.024,0.000,-0.001
0.024,0.000,-0.000
0.023,0.000,0.000
0.022,0.000,0.001
0.021,0.000,0.001
0.020,0.000,0.001
0.020,0.000,0.002
0.019,0.000,0.002
0.019,0.000,0.001
0.019,0.000,0.002
0.019,0.003,0.002
0.020,0.006,0.003
0.020,-0.005,0.000
0.021,-0.019,-0.006
0.022,-0.037,-0.016
0.023,-0.051,-0.027
0.023,-0.067,-0.039
0.022,-0.080,-0.051
0.021,-0.090,-0.063
0.020,-0.095,-0.072
0.018,-0.092,-0.078
0.016,-0.082,-0.078
0.015,-0.069,-0.075
0.013,-0.051,-0.067
0.010,-0.029,-0.055
0.009,-0.010,-0.042
0.008,0.009,-0.027
0.007,0.025,-0.011
0.007,0.037,0.003
0.008,0.045,0.015
0.009,0.048,0.024
0.010,0.041,0.029
0.011,0.027,0.027
0.013,0.010,0.021
0.015,-0.012,0.011
0.016,-0.029,-0.001
0.017,-0.046,-0.015
0.017,-0.061,-0.029
0.016,-0.074,-0.042
0.015,-0.079,-0.053
0.014,-0.077,-0.060
0.013,-0.068,-0.061
0.011,-0.055,-0.059
0.009,-0.039,-0.053
0.008,-0.017,-0.042
0.006,0.000,-0.029
0.006,0.017,-0.015
0.005,0.032,-0.001
0.006,0.043,0.012
0.006,0.051,0.023
0.007,0.053,0.032
0.009,0.044,0.035
0.011,0.029,0.033
0.012,0.012,0.026
0.014,-0.010,0.014
0.015,-0.028,0.002
0.016,-0.045,-0.013
0.016,-0.060,-0.026
0.016,-0.073,-0.040
0.015,-0.078,-0.051
0.014,-0.076,-0.058
0.012,-0.068,-0.060
0.011,-0.055,-0.058
0.009,-0.038,-0.052
0.008,-0.017,-0.040
0.006,0.001,-0.028
0.006,0.018,-0.014
0.006,0.030,-0.001
0.006,0.041,0.011
0.007,0.048,0.022
0.008,0.049,0.029
0.010,0.040,0.032
0.011,0.026,0.030
0.013,0.008,0.023
0.015,-0.013,0.012
0.016,-0.030,-0.001
0.016,-0.047,-0.014
0.017,-0.062,-0.030
0.016,-0.075,-0.043
0.016,-0.079,-0.053
0.014,-0.077,-0.059
0.013,-0.068,-0.061
0.011,-0.055,-0.059
0.010,-0.037,-0.052
0.008,-0.016,-0.041
0.006,0.001,-0.028
0.006,0.019,-0.014
0.005,0.033,0.000
0.006,0.043,0.013
0.007,0.050,0.024
0.008,0.052,0.032
0.009,0.042,0.034
0.011,0.028,0.032
0.012,0.010,0.025
0.014,-0.011,0.013
0.014,-0.028,0.001
0.015,-0.044,-0.013
0.015,-0.059,-0.027
0.015,-0.072,-0.040
0.014,-0.076,-0.050
0.013,-0.073,-0.056
0.012,-0.065,-0.059
0.010,-0.052,-0.056
0.009,-0.034,-0.049
0.007,-0.013,-0.038
0.006,0.003,-0.025
0.006,0.020,-0.012
0.005,0.034,0.002
0.006,0.045,0.014
0.007,0.051,0.025
0.008,0.052,0.033
0.010,0.041,0.035
0.011,0.027,0.032
0.013,0.008,0.024
0.014,-0.013,0.013
0.015,-0.031,-0.001
0.016,-0.048,-0.015
0.016,-0.061,-0.028
0.015,-0.074,-0.042
0.015,-0.077,-0.052
0.013,-0.073,-0.058
0.012,-0.065,-0.060
0.011,-0.052,-0.057
0.009,-0.034,-0.049
0.007,-0.013,-0.038
0.006,0.004,-0.025
0.005,0.022,-0.011
0.005,0.036,0.003
0.005,0.046,0.016
0.006,0.052,0.026
0.008,0.053,0.034
0.009,0.042,0.035
0.011,0.026,0.032
0.012,0.007,0.024
0.014,-0.014,0.012
0.015,-0.031,-0.001
0.016,-0.048,-0.015
0.016,-0.062,-0.029
0.016,-0.074,-0.043
0.015,-0.077,-0.052
0.013,-0.073,-0.058
0.012,-0.064,-0.059
0.010,-0.050,-0.056
0.009,-0.031,-0.048
0.007,-0.010,-0.036
0.006,0.007,-0.024
0.005,0.024,-0.010
0.005,0.037,0.004
0.005,0.047,0.017
0.007,0.052,0.027
0.008,0.052,0.033
0.009,0.040,0.035
0.011,0.025,0.031
0.013,0.005,0.022
0.014,-0.016,0.011
0.015,-0.033,-0.002
0.016,-0.050,-0.016
0.016,-0.063,-0.030
0.015,-0.075,-0.043
0.014,-0.077,-0.053
0.013,-0.073,-0.058
0.012,-0.063,-0.059
0.010,-0.049,-0.056
0.008,-0.030,-0.048
0.007,-0.010,-0.036
0.006,0.007,-0.023
0.005,0.024,-0.009
0.005,0.038,0.005
0.005,0.047,0.017
0.006,0.053,0.027
0.007,0.051,0.033
0.009,0.039,0.035
0.011,0.024,0.031
0.013,0.004,0.022
0.014,-0.016,0.011
0.015,-0.033,-0.003
0.016,-0.050,-0.017
0.016,-0.064,-0.030
0.015,-0.075,-0.043
0.014,-0.077,-0.053
0.013,-0.072,-0.058
0.012,-0.063,-0.059
0.010,-0.048,-0.056
0.008,-0.029,-0.047
0.007,-0.009,-0.036
0.006,0.009,-0.022
0.005,0.025,-0.008
0.005,0.039,0.006
0.005,0.049,0.018
0.006,0.054,0.028
0.008,0.052,0.035
0.009,0.040,0.036
0.011,0.024,0.032
0.013,0.004,0.023
0.014,-0.016,0.011
0.015,-0.033,-0.002
0.015,-0.049,-0.016
0.015,-0.063,-0.030
0.015,-0.074,-0.043
0.014,-0.076,-0.053
0.013,-0.071,-0.057
0.011,-0.061,-0.058
0.009,-0.046,-0.054
0.008,-0.027,-0.046
0.006,-0.007,-0.034
0.005,0.010,-0.021
0.004,0.027,-0.007
0.004,0.041,0.008
0.005,0.050,0.020
0.006,0.054,0.030
0.007,0.052,0.036
0.009,0.039,0.036
0.010,0.024,0.032
0.012,0.003,0.022
0.013,-0.016,0.011
0.014,-0.033,-0.002
0.015,-0.049,-0.016
0.015,-0.063,-0.030
0.014,-0.073,-0.043
0.013,-0.075,-0.052
0.012,-0.069,-0.056
0.010,-0.058,-0.056
0.009,-0.044,-0.053
0.007,-0.024,-0.043
0.006,-0.005,-0.031
0.005,0.013,-0.018
0.004,0.029,-0.004
0.004,0.043,0.010
0.004,0.052,0.022
0.006,0.055,0.032
0.007,0.052,0.037
0.008,0.040,0.037
0.010,0.024,0.032
0.012,0.003,0.023
0.014,-0.016,0.011
0.015,-0.034,-0.003
0.015,-0.050,-0.017
0.015,-0.064,-0.031
0.015,-0.074,-0.043
0.014,-0.075,-0.053
0.012,-0.069,-0.057
0.011,-0.059,-0.057
0.009,-0.044,-0.053
0.007,-0.024,-0.043
0.006,-0.005,-0.032
0.005,0.012,-0.018
0.005,0.028,-0.005
0.004,0.041,0.009
0.005,0.051,0.021
0.006,0.054,0.031
0.008,0.050,0.036
0.009,0.037,0.036
0.011,0.021,0.031
0.013,0.001,0.021
0.014,-0.019,0.009
0.015,-0.036,-0.005
0.015,-0.052,-0.018
0.015,-0.066,-0.032
0.015,-0.075,-0.045
0.014,-0.076,-0.054
0.012,-0.069,-0.058
0.011,-0.058,-0.057
0.009,-0.043,-0.053
0.007,-0.022,-0.043
0.006,-0.004,-0.031
0.005,0.014,-0.017
0.004,0.030,-0.004
0.004,0.042,0.010
0.005,0.051,0.022
0.006,0.054,0.031
0.007,0.051,0.036
0.009,0.037,0.036
0.011,0.021,0.031
0.012,0.000,0.021
0.014,-0.019,0.009
0.015,-0.037,-0.005
0.015,-0.053,-0.018
0.015,-0.066,-0.033
0.015,-0.075,-0.045
0.014,-0.076,-0.054
0.012,-0.069,-0.057
0.011,-0.058,-0.057
0.009,-0.043,-0.053
0.008,-0.022,-0.043
0.006,-0.004,-0.031
0.005,0.013,-0.017
0.005,0.029,-0.004
0.005,0.041,0.010
0.006,0.050,0.021
0.007,0.053,0.030
0.008,0.048,0.037
0.010,0.034,0.035
0.011,0.018,0.030
0.013,-0.003,0.019
0.014,-0.021,0.007
0.015,-0.039,-0.007
0.015,-0.053,-0.020
0.015,-0.067,-0.034
0.014,-0.075,-0.046
0.014,-0.076,-0.054
0.012,-0.069,-0.058
0.011,-0.057,-0.057
0.009,-0.042,-0.052
0.007,-0.021,-0.042
0.006,-0.003,-0.031
0.005,0.014,-0.016
0.005,0.029,-0.003
0.005,0.042,0.010
0.005,0.050,0.022
0.007,0.053,0.031
0.008,0.047,0.035
0.010,0.033,0.034
0.012,0.017,0.028
0.014,-0.005,0.017
0.015,-0.024,0.005
0.016,-0.042,-0.009
0.016,-0.057,-0.023
0.016,-0.071,-0.037
0.015,-0.078,-0.049
0.014,-0.078,-0.057
0.013,-0.071,-0.061
0.011,-0.059,-0.060
0.010,-0.043,-0.055
0.008,-0.023,-0.044
0.007,-0.005,-0.032
0.006,0.013,-0.019
0.006,0.028,-0.005
0.006,0.040,0.009
0.006,0.048,0.020
0.007,0.051,0.029
0.009,0.044,0.033
0.010,0.030,0.032
0.012,0.014,0.026
0.014,-0.008,0.015
0.015,-0.026,0.003
0.016,-0.044,-0.011
0.016,-0.059,-0.025
0.016,-0.073,-0.039
0.016,-0.080,-0.051
0.014,-0.079,-0.058
0.013,-0.071,-0.062
0.012,-0.059,-0.060
0.010,-0.043,-0.054
0.008,-0.022,-0.044
0.007,-0.004,-0.032
0.006,0.013,-0.019
0.006,0.027,-0.005
0.006,0.039,0.008
0.006,0.047,0.019
0.008,0.050,0.028
0.009,0.042,0.031
0.011,0.028,0.030
0.013,0.012,0.024
0.014,-0.010,0.013
0.015,-0.028,0.001
0.016,-0.046,-0.013
0.016,-0.060,-0.027
0.016,-0.074,-0.041
0.016,-0.080,-0.052
0.014,-0.079,-0.060
0.013,-0.071,-0.062
0.012,-0.059,-0.061
0.010,-0.042,-0.055
0.008,-0.021,-0.044
0.007,-0.003,-0.032
0.006,0.014,-0.018
0.006,0.030,-0.004
0.006,0.041,0.009
0.006,0.049,0.020
0.007,0.051,0.029
0.009,0.043,0.032
0.011,0.028,0.031
0.012,0.012,0.024
0.014,-0.010,0.014
0.015,-0.028,0.001
0.016,-0.046,-0.013
0.016,-0.060,-0.027
0.016,-0.074,-0.041
0.015,-0.079,-0.051
0.014,-0.078,-0.059
0.013,-0.070,-0.061
0.012,-0.058,-0.060
0.009,-0.041,-0.054
0.008,-0.020,-0.043
0.007,-0.002,-0.031
0.006,0.015,-0.018
0.005,0.030,-0.004
0.006,0.041,0.010
0.007,0.048,0.020
0.008,0.050,0.029
0.009,0.042,0.032
0.011,0.027,0.030
0.012,0.010,0.023
0.014,-0.012,0.012
0.015,-0.030,-0.001
0.016,-0.047,-0.014
0.016,-0.062,-0.028
0.016,-0.075,-0.042
0.015,-0.080,-0.053
0.014,-0.079,-0.060
0.012,-0.069,-0.062
0.011,-0.057,-0.060
0.009,-0.040,-0.053
0.007,-0.018,-0.042
0.006,-0.001,-0.030
0.006,0.017,-0.016
0.005,0.032,-0.002
0.006,0.043,0.011
0.006,0.050,0.022
0.007,0.051,0.030
0.009,0.042,0.033
0.010,0.028,0.031
0.012,0.010,0.024
0.014,-0.011,0.014
0.015,-0.029,0.001
0.015,-0.046,-0.013
0.016,-0.060,-0.027
0.015,-0.073,-0.041
0.014,-0.077,-0.051
0.013,-0.075,-0.058
0.012,-0.066,-0.060
0.010,-0.054,-0.057
0.009,-0.036,-0.051
0.007,-0.016,-0.040
0.006,0.001,-0.028
0.005,0.019,-0.014
0.005,0.034,0.000
0.005,0.044,0.012
0.006,0.050,0.023
0.007,0.052,0.031
0.009,0.041,0.034
0.011,0.027,0.031
0.012,0.008,0.024
0.014,-0.013,0.012
0.015,-0.030,-0.000
0.016,-0.048,-0.015
0.016,-0.062,-0.029
0.016,-0.075,-0.042
0.015,-0.079,-0.053
0.014,-0.076,-0.059
0.012,-0.068,-0.061
0.011,-0.054,-0.059
0.009,-0.037,-0.052
0.007,-0.016,-0.041
0.006,0.001,-0.028
0.006,0.018,-0.014
0.005,0.032,-0.000
0.006,0.043,0.012
0.006,0.049,0.023
0.008,0.050,0.030
0.009,0.039,0.033
0.011,0.025,0.030
0.013,0.007,0.022
0.014,-0.015,0.011
0.015,-0.032,-0.002
0.016,-0.049,-0.016
0.016,-0.063,-0.030
0.016,-0.075,-0.043
0.015,-0.079,-0.054
0.014,-0.076,-0.060
0.012,-0.067,-0.062
0.011,-0.054,-0.059
0.009,-0.036,-0.052
0.007,-0.016,-0.041
0.006,0.002,-0.028
0.006,0.019,-0.014
0.005,0.033,-0.000
0.006,0.044,0.013
0.006,0.049,0.023
0.008,0.050,0.031
0.010,0.038,0.033
0.012,0.023,0.029
0.014,0.004,0.021
0.015,-0.018,0.009
0.016,-0.035,-0.004
0.017,-0.053,-0.019
0.017,-0.066,-0.032
0.016,-0.078,-0.046
0.015,-0.081,-0.056
0.014,-0.077,-0.062
0.012,-0.069,-0.063
0.011,-0.055,-0.060
0.009,-0.037,-0.052
0.008,-0.016,-0.042
0.007,0.002,-0.029
0.006,0.019,-0.015
0.006,0.034,-0.001
0.006,0.043,0.012
0.007,0.049,0.023
0.008,0.049,0.030
0.010,0.037,0.031
0.011,0.022,0.028
0.013,0.003,0.020
0.014,-0.018,0.009
0.015,-0.035,-0.004
0.016,-0.051,-0.018
0.016,-0.065,-0.032
0.016,-0.076,-0.045
0.015,-0.079,-0.055
0.013,-0.075,-0.059
0.012,-0.065,-0.060
0.010,-0.051,-0.057
0.008,-0.032,-0.050
0.007,-0.012,-0.038
0.006,0.005,-0.025
0.005,0.022,-0.011
0.005,0.036,0.003
0.005,0.046,0.016
0.006,0.051,0.026
0.008,0.051,0.033
0.009,0.039,0.034
0.011,0.024,0.030
0.012,0.004,0.022
0.014,-0.016,0.011
0.015,-0.033,-0.003
0.015,-0.049,-0.016
0.015,-0.063,-0.030
0.015,-0.074,-0.043
0.014,-0.076,-0.053
0.013,-0.072,-0.058
0.011,-0.062,-0.059
0.010,-0.048,-0.056
0.008,-0.029,-0.047
0.006,-0.009,-0.035
0.005,0.009,-0.022
0.004,0.025,-0.008
0.004,0.039,0.006
0.005,0.049,0.018
0.005,0.054,0.029
0.007,0.053,0.035
0.008,0.041,0.036
0.010,0.026,0.033
0.012,0.006,0.024
0.013,-0.014,0.013
0.014,-0.032,-0.001
0.014,-0.047,-0.015
0.014,-0.061,-0.028
0.014,-0.072,-0.041
0.013,-0.074,-0.050
0.012,-0.069,-0.055
0.010,-0.059,-0.056
0.009,-0.045,-0.053
0.007,-0.026,-0.044
0.005,-0.006,-0.032
0.004,0.012,-0.019
0.004,0.028,-0.006
0.004,0.041,0.009
0.004,0.052,0.021
0.005,0.056,0.031
0.006,0.054,0.037
0.008,0.041,0.038
0.010,0.025,0.034
0.012,0.006,0.025
0.013,-0.014,0.013
0.014,-0.032,-0.001
0.014,-0.048,-0.014
0.014,-0.062,-0.028
0.014,-0.072,-0.041
0.013,-0.074,-0.050
0.012,-0.069,-0.055
0.010,-0.059,-0.056
0.009,-0.044,-0.052
0.007,-0.025,-0.043
0.006,-0.005,-0.032
0.005,0.012,-0.019
0.004,0.028,-0.005
0.004,0.041,0.009
0.004,0.050,0.021
0.005,0.055,0.030
0.007,0.052,0.036
0.008,0.039,0.037
0.010,0.024,0.033
0.012,0.004,0.023
0.012,-0.015,0.012
0.014,-0.032,-0.002
0.014,-0.048,-0.015
0.014,-0.062,-0.029
0.013,-0.071,-0.041
0.012,-0.072,-0.050
0.011,-0.067,-0.054
0.010,-0.056,-0.054
0.008,-0.041,-0.050
0.006,-0.021,-0.041
0.005,-0.001,-0.029
0.003,0.016,-0.014
0.003,0.032,-0.001
0.003,0.045,0.013
0.003,0.054,0.025
0.004,0.058,0.035
0.006,0.056,0.040
0.007,0.043,0.040
0.009,0.027,0.036
0.011,0.006,0.026
0.012,-0.013,0.015
0.013,-0.030,0.001
0.013,-0.045,-0.013
0.013,-0.059,-0.026
0.012,-0.069,-0.039
0.011,-0.070,-0.047
0.010,-0.063,-0.051
0.008,-0.053,-0.051
0.007,-0.037,-0.047
0.005,-0.017,-0.037
0.004,0.002,-0.026
0.003,0.020,-0.012
0.002,0.035,0.001
0.003,0.048,0.015
0.003,0.056,0.027
0.004,0.060,0.037
0.006,0.056,0.041
0.007,0.042,0.042
0.009,0.026,0.037
0.011,0.005,0.027
0.012,-0.014,0.014
0.013,-0.032,0.001
0.013,-0.047,-0.014
0.014,-0.061,-0.028
0.013,-0.070,-0.040
0.012,-0.072,-0.049
0.011,-0.065,-0.053
0.010,-0.054,-0.053
0.008,-0.040,-0.049
0.006,-0.019,-0.040
0.005,-0.001,-0.028
0.004,0.016,-0.015
0.004,0.032,-0.001
0.003,0.045,0.013
0.004,0.053,0.024
0.005,0.057,0.034
0.007,0.052,0.038
0.008,0.038,0.038
0.010,0.022,0.033
0.012,0.001,0.023
0.013,-0.018,0.010
0.014,-0.036,-0.004
0.014,-0.052,-0.018
0.014,-0.066,-0.032
0.014,-0.073,-0.044
0.013,-0.074,-0.052
0.012,-0.067,-0.056
0.010,-0.056,-0.056
0.009,-0.041,-0.051
0.006,-0.020,-0.041
0.005,-0.002,-0.029
0.004,0.016,-0.016
0.004,0.031,-0.002
0.004,0.043,0.011
0.005,0.051,0.023
0.006,0.054,0.032
0.008,0.049,0.036
0.009,0.036,0.036
0.011,0.019,0.030
0.012,-0.002,0.020
0.013,-0.021,0.008
0.014,-0.038,-0.006
0.014,-0.053,-0.019
0.014,-0.066,-0.034
0.014,-0.074,-0.045
0.013,-0.074,-0.053
0.011,-0.067,-0.056
0.009,-0.055,-0.056
0.008,-0.039,-0.050
0.006,-0.018,-0.040
0.005,-0.000,-0.028
